Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
62,male,58579,bachelor,3,swimming,4049,rural,105,267,fall,1,0,0
63,male,93073,master,1,swimming,1519,suburban,143,237,spring,1,1,0
39,female,87019,doctorate,9,skiing,1588,urban,264,26,winter,1,1,0
63,female,26722,bachelor,2,swimming,868,urban,1,77,fall,1,1,0
64,male,48284,doctorate,1,swimming,2855,urban,109,283,winter,1,0,0
49,male,70066,doctorate,9,sunbathing,4176,rural,75,285,winter,1,1,0
42,non-binary,21097,master,8,skiing,4847,rural,246,295,fall,0,0,1
18,non-binary,87352,master,9,skiing,3018,rural,186,156,winter,0,0,0
55,male,75759,doctorate,7,hiking,3804,suburban,139,257,fall,0,0,1
62,male,60491,bachelor,0,skiing,2613,urban,151,137,summer,0,1,0
63,female,103749,high school,2,skiing,2436,suburban,172,114,summer,0,1,0
61,non-binary,65308,bachelor,6,sunbathing,2361,suburban,32,126,winter,0,1,0
47,non-binary,100945,bachelor,1,skiing,2576,rural,201,38,fall,0,1,0
19,non-binary,110227,master,3,hiking,4748,rural,293,86,winter,0,1,0
50,non-binary,102898,bachelor,1,sunbathing,1210,suburban,146,255,winter,1,0,0
57,non-binary,118401,bachelor,0,swimming,3037,urban,291,191,summer,1,0,0
60,male,109664,master,8,skiing,4526,rural,224,19,winter,0,0,0
52,female,102988,doctorate,6,sunbathing,1618,urban,133,162,winter,1,0,0
20,female,111384,master,3,swimming,2361,suburban,274,241,spring,1,0,0
55,non-binary,84897,master,8,sunbathing,4417,rural,59,266,spring,0,0,0
59,male,78235,bachelor,0,sunbathing,4727,rural,249,291,summer,0,0,0
63,male,111633,high school,9,swimming,1180,suburban,18,268,winter,1,1,0
52,female,107019,doctorate,7,sunbathing,601,rural,73,19,summer,1,1,0
46,male,35724,master,5,skiing,2475,rural,31,107,spring,0,1,1
41,male,89378,high school,7,sunbathing,1398,urban,237,37,summer,0,1,0
33,non-binary,45406,master,5,sunbathing,2926,suburban,219,227,fall,0,1,0
22,female,58633,master,1,swimming,2000,suburban,7,76,winter,0,0,0
46,female,46997,master,6,hiking,3299,urban,51,153,spring,0,1,1
33,non-binary,51571,doctorate,9,sunbathing,3227,suburban,32,293,summer,1,1,0
55,male,89799,doctorate,8,hiking,2182,urban,220,198,spring,1,0,0
21,male,20709,bachelor,0,sunbathing,2794,urban,48,295,fall,0,0,0
66,female,115039,master,1,swimming,797,rural,85,49,spring,0,0,0
56,non-binary,62249,high school,7,skiing,4689,urban,233,293,summer,1,1,1
62,non-binary,111142,master,9,sunbathing,4427,rural,234,279,summer,1,1,0
21,non-binary,73533,bachelor,7,swimming,4389,rural,220,72,fall,0,1,0
54,non-binary,61914,doctorate,8,sunbathing,1665,urban,76,240,spring,1,1,0
61,female,98899,doctorate,4,hiking,4409,rural,243,52,fall,0,0,0
56,male,41152,high school,7,sunbathing,890,urban,184,266,fall,1,1,0
23,male,112764,bachelor,6,skiing,713,urban,10,42,fall,0,0,1
62,male,57034,bachelor,6,sunbathing,3044,suburban,25,276,fall,0,1,0
38,female,83835,master,6,sunbathing,3616,urban,283,254,winter,0,0,0
28,female,110453,doctorate,8,swimming,2185,rural,205,103,winter,1,1,0
37,male,22689,bachelor,0,swimming,583,suburban,114,100,summer,1,1,0
58,male,104590,master,2,swimming,3633,rural,154,148,fall,1,1,0
43,non-binary,89048,master,3,sunbathing,912,urban,117,223,winter,0,0,0
67,non-binary,66542,bachelor,0,swimming,1834,urban,124,204,fall,1,0,0
22,male,64314,doctorate,6,swimming,1007,suburban,260,241,summer,0,1,0
55,female,31843,high school,2,sunbathing,887,rural,87,107,spring,0,0,0
67,female,30278,doctorate,9,skiing,4009,rural,235,45,fall,1,0,0
56,non-binary,56630,doctorate,5,hiking,1153,urban,177,274,summer,1,0,1
35,male,57742,bachelor,7,hiking,4269,rural,263,40,spring,1,1,0
20,non-binary,72238,master,9,swimming,1298,suburban,295,157,fall,1,1,0
56,non-binary,29455,high school,2,skiing,649,rural,209,241,winter,0,1,1
40,non-binary,76879,high school,7,hiking,589,suburban,92,174,summer,0,1,1
40,non-binary,90240,high school,3,sunbathing,3287,suburban,29,210,winter,0,1,0
43,non-binary,66690,doctorate,7,skiing,728,urban,210,86,winter,1,0,0
30,male,27995,high school,6,hiking,2475,suburban,111,3,summer,0,1,0
57,male,88947,doctorate,7,hiking,1866,rural,48,214,spring,0,0,1
52,female,56793,bachelor,1,skiing,3120,suburban,131,248,fall,0,1,1
46,female,55388,high school,6,sunbathing,4297,rural,250,31,summer,1,1,0
31,male,90213,doctorate,3,skiing,990,urban,289,117,winter,1,0,0
45,female,53842,bachelor,8,swimming,2958,suburban,141,88,winter,0,1,0
44,female,51293,master,5,hiking,2203,urban,47,227,fall,1,0,1
49,non-binary,54906,high school,9,skiing,557,urban,37,174,fall,0,1,1
50,male,90913,doctorate,3,skiing,2958,suburban,189,148,winter,0,1,0
44,male,57263,master,7,hiking,902,urban,214,189,fall,0,1,0
40,non-binary,92990,doctorate,3,skiing,3330,rural,278,22,winter,0,0,0
56,male,118113,master,1,sunbathing,522,urban,35,288,winter,0,0,0
33,non-binary,42837,doctorate,1,swimming,4197,suburban,74,186,summer,0,0,0
59,female,21780,high school,7,swimming,3451,rural,89,175,fall,0,0,0
35,non-binary,47705,high school,8,hiking,2865,urban,259,253,winter,1,1,0
32,non-binary,110105,master,6,sunbathing,1445,rural,101,70,winter,1,1,0
18,female,88237,master,8,swimming,4884,rural,43,182,winter,1,0,0
42,male,105330,bachelor,1,skiing,1176,suburban,195,276,fall,1,0,1
52,female,30950,doctorate,6,skiing,2284,rural,271,14,fall,0,0,0
43,male,79718,bachelor,1,hiking,3717,urban,15,80,spring,1,1,1
32,non-binary,39235,doctorate,2,hiking,4545,rural,113,155,fall,0,1,1
43,male,33152,doctorate,6,hiking,2954,rural,271,36,spring,0,1,0
35,male,51849,high school,3,hiking,1548,rural,254,210,spring,1,1,0
69,male,106078,master,3,sunbathing,4738,rural,12,269,spring,0,1,0
37,non-binary,33295,high school,1,swimming,2225,rural,24,238,winter,0,1,0
25,female,71080,master,7,hiking,1628,urban,192,257,spring,1,0,1
26,non-binary,22942,bachelor,7,skiing,3205,suburban,135,276,spring,0,0,1
26,non-binary,25587,bachelor,1,skiing,1131,rural,13,197,summer,0,1,1
51,non-binary,108253,bachelor,2,hiking,3022,suburban,65,257,fall,1,1,1
69,female,119236,master,9,sunbathing,4012,suburban,267,277,fall,1,0,0
20,male,39712,high school,6,sunbathing,1705,urban,254,52,winter,1,1,0
46,male,30561,master,5,swimming,2255,rural,240,173,fall,1,0,0
20,non-binary,25442,bachelor,6,skiing,4684,rural,48,290,winter,1,1,1
66,non-binary,99484,doctorate,1,swimming,3343,rural,24,215,spring,1,0,0
35,non-binary,84931,doctorate,2,skiing,4728,suburban,88,88,fall,0,0,0
54,female,33142,doctorate,3,swimming,3796,suburban,122,256,winter,0,0,0
18,non-binary,82717,high school,3,swimming,875,urban,161,21,spring,0,1,0
66,female,61856,master,1,skiing,3202,urban,272,269,summer,1,0,0
64,non-binary,76354,bachelor,9,sunbathing,2340,suburban,184,80,fall,0,1,0
34,female,32922,high school,2,sunbathing,922,suburban,234,209,winter,0,1,0
66,non-binary,110228,bachelor,7,hiking,2049,suburban,174,206,fall,0,0,1
38,non-binary,60758,high school,3,hiking,4432,rural,197,151,summer,0,0,0
48,non-binary,47787,high school,7,skiing,3831,urban,156,159,fall,1,0,1
56,female,29183,master,1,hiking,2750,rural,87,89,summer,0,0,1
65,female,71829,bachelor,4,skiing,3605,rural,194,207,summer,0,0,1
40,non-binary,21255,high school,8,swimming,3018,urban,272,255,winter,0,1,0
50,female,48515,doctorate,7,skiing,3309,suburban,108,31,winter,0,0,0
54,non-binary,78202,bachelor,5,swimming,2370,rural,227,32,spring,1,1,0
26,male,33173,high school,5,sunbathing,3653,suburban,190,48,summer,0,0,0
34,female,108195,doctorate,3,sunbathing,3106,urban,28,98,winter,1,1,0
62,non-binary,69626,high school,6,hiking,643,rural,272,164,fall,1,0,0
31,male,84219,doctorate,5,sunbathing,2241,urban,36,292,summer,1,1,0
50,non-binary,108588,bachelor,0,skiing,1974,rural,177,69,spring,0,0,0
35,female,21161,doctorate,8,sunbathing,1070,urban,152,80,fall,0,1,0
38,non-binary,116401,doctorate,8,swimming,638,rural,213,100,spring,0,1,0
50,male,23705,high school,2,sunbathing,2590,suburban,163,27,spring,1,1,0
22,non-binary,26605,high school,4,swimming,2424,suburban,61,40,fall,0,1,0
36,male,70967,master,4,swimming,2203,rural,26,218,fall,1,0,0
31,female,71704,master,5,skiing,3091,rural,106,217,fall,1,1,1
37,non-binary,106173,high school,7,hiking,1071,rural,70,20,fall,0,1,0
34,female,87601,bachelor,5,skiing,2031,rural,114,108,fall,1,0,0
59,female,76283,doctorate,8,sunbathing,2222,rural,135,255,summer,1,1,0
33,male,106866,doctorate,4,swimming,2159,urban,155,279,summer,0,1,0
24,male,49447,doctorate,3,sunbathing,3612,rural,17,225,spring,0,1,0
34,female,94837,high school,0,hiking,4576,suburban,233,79,spring,1,1,0
52,male,87151,doctorate,3,swimming,4234,urban,98,60,summer,0,1,0
59,non-binary,95892,bachelor,3,swimming,3526,suburban,248,77,fall,0,0,0
55,non-binary,61616,bachelor,1,sunbathing,4880,suburban,43,149,winter,0,1,0
23,female,63974,doctorate,2,sunbathing,4618,urban,58,84,summer,0,0,0
55,non-binary,70535,high school,5,swimming,4505,suburban,227,286,winter,1,0,0
19,male,40041,doctorate,0,swimming,1501,suburban,163,290,spring,1,1,0
22,female,102550,bachelor,5,skiing,1277,urban,27,66,summer,1,0,1
50,non-binary,43152,master,3,skiing,3923,urban,243,161,summer,1,1,0
67,male,42804,master,9,swimming,1395,urban,184,145,fall,1,0,0
34,male,119156,master,8,hiking,3587,rural,48,251,winter,0,0,1
23,non-binary,108377,bachelor,6,hiking,4840,rural,131,129,winter,1,0,0
29,female,76926,high school,4,swimming,2547,rural,30,161,fall,1,0,0
45,male,44229,master,3,sunbathing,4276,rural,273,94,fall,0,0,0
42,male,81037,master,3,sunbathing,2581,rural,60,211,summer,1,0,0
29,non-binary,21873,bachelor,5,swimming,891,suburban,289,262,summer,1,0,0
26,non-binary,75490,high school,9,swimming,4294,suburban,81,224,fall,0,0,0
69,non-binary,46111,master,0,sunbathing,4957,urban,184,79,fall,0,0,0
45,non-binary,54998,bachelor,7,sunbathing,3872,urban,28,253,summer,1,1,0
57,female,77332,master,3,swimming,1925,rural,116,244,winter,1,0,0
62,female,57966,high school,5,sunbathing,2906,urban,117,214,spring,1,0,0
31,male,53122,master,3,hiking,3697,suburban,296,243,spring,1,0,0
52,female,93001,doctorate,3,sunbathing,1290,urban,2,152,summer,1,0,0
21,male,56012,doctorate,3,hiking,3044,suburban,291,141,spring,0,1,0
31,non-binary,21605,master,9,sunbathing,2564,urban,164,133,winter,0,0,0
30,non-binary,117262,bachelor,2,swimming,2300,suburban,20,3,summer,0,0,0
43,non-binary,117822,bachelor,0,swimming,1454,suburban,53,186,winter,1,0,0
50,non-binary,88787,high school,8,sunbathing,3722,suburban,146,271,winter,1,0,0
37,female,87948,bachelor,5,hiking,3502,urban,94,37,winter,0,1,0
32,non-binary,53322,high school,6,swimming,4857,rural,54,114,winter,0,1,0
32,non-binary,85877,high school,9,skiing,4818,urban,96,248,fall,0,1,1
30,male,52361,high school,0,hiking,3198,rural,41,277,spring,0,0,1
19,female,53528,master,4,sunbathing,3193,rural,127,255,spring,0,1,0
40,male,93745,master,6,hiking,3568,suburban,263,66,winter,1,0,0
23,female,23863,doctorate,9,sunbathing,972,suburban,14,113,summer,0,0,0
65,male,109508,doctorate,8,swimming,1036,rural,23,77,fall,1,1,0
55,non-binary,43427,bachelor,7,sunbathing,3182,suburban,284,65,winter,1,1,0
61,male,108637,master,4,skiing,2263,urban,244,128,winter,1,0,0
45,female,42021,master,3,hiking,995,rural,240,80,summer,1,0,0
55,female,62472,bachelor,5,swimming,4659,suburban,53,232,winter,0,0,0
44,female,118742,high school,9,skiing,3223,suburban,112,110,winter,0,0,0
26,male,30350,high school,2,hiking,4597,rural,247,66,winter,1,0,0
50,male,98375,master,1,hiking,1076,urban,129,63,summer,0,1,0
52,non-binary,50992,master,1,sunbathing,2312,rural,205,17,spring,0,1,0
44,female,83524,high school,6,swimming,2957,rural,115,210,spring,1,1,0
60,male,63905,bachelor,4,swimming,3333,rural,56,235,summer,0,1,0
58,female,86267,bachelor,2,sunbathing,1964,rural,101,143,summer,1,1,0
18,male,64003,doctorate,3,sunbathing,3364,rural,21,27,spring,1,0,0
66,male,86805,bachelor,8,swimming,2140,suburban,277,33,winter,0,1,0
69,non-binary,44496,master,2,skiing,3364,suburban,103,222,fall,1,1,1
48,female,45159,master,4,sunbathing,3760,urban,3,36,fall,0,0,0
56,non-binary,77943,bachelor,7,sunbathing,4035,rural,97,9,winter,1,1,0
61,male,96499,doctorate,0,hiking,3381,suburban,260,78,summer,0,0,0
38,male,53657,high school,0,skiing,2880,urban,262,152,fall,0,1,0
61,non-binary,61609,master,9,sunbathing,1681,urban,62,97,spring,0,1,0
68,female,29528,doctorate,5,skiing,2304,urban,189,287,summer,1,1,1
54,male,52347,doctorate,9,swimming,1416,urban,195,12,winter,0,1,0
54,non-binary,114614,high school,7,skiing,1730,urban,17,11,winter,0,0,0
26,male,61829,high school,5,skiing,2839,rural,294,99,spring,0,0,0
63,non-binary,62438,doctorate,7,hiking,2774,rural,110,283,spring,1,0,1
49,female,70178,doctorate,1,skiing,1337,suburban,40,2,spring,0,0,0
69,non-binary,23495,high school,9,skiing,3264,rural,14,239,winter,0,1,1
44,non-binary,70832,master,1,hiking,1094,suburban,164,70,fall,0,0,0
63,non-binary,82764,bachelor,8,sunbathing,4194,rural,219,51,spring,0,1,0
28,non-binary,65834,master,7,hiking,4334,urban,192,272,summer,1,1,1
54,female,30176,doctorate,9,skiing,4187,suburban,91,196,winter,1,0,1
21,female,23831,doctorate,2,sunbathing,4583,urban,208,271,summer,0,0,0
32,non-binary,62981,master,1,swimming,2580,rural,244,289,fall,0,0,0
36,non-binary,53607,doctorate,3,skiing,905,suburban,89,284,spring,1,1,1
69,non-binary,68038,bachelor,7,skiing,3882,urban,207,289,fall,1,1,1
23,non-binary,27545,high school,3,sunbathing,2956,suburban,55,18,winter,1,0,0
56,non-binary,98991,high school,9,hiking,3350,urban,92,80,fall,1,1,0
65,non-binary,43214,bachelor,1,hiking,2983,rural,97,211,spring,1,1,1
23,male,32020,master,3,sunbathing,2225,suburban,253,109,winter,0,0,0
66,female,79700,doctorate,3,skiing,2681,urban,241,55,winter,1,0,0
26,male,114385,high school,8,skiing,4489,urban,118,29,winter,0,0,0
60,male,56502,doctorate,4,swimming,1672,rural,68,149,winter,1,1,0
30,non-binary,93928,doctorate,3,hiking,4975,urban,191,129,fall,0,0,0
58,female,95784,master,5,swimming,3362,urban,171,128,spring,1,1,0
59,male,98103,doctorate,9,swimming,1537,suburban,203,266,winter,1,1,0
60,male,101216,doctorate,5,hiking,3196,urban,258,49,summer,1,0,0
26,female,69393,doctorate,1,hiking,3741,rural,186,97,winter,0,1,0
30,non-binary,28842,high school,3,sunbathing,2245,suburban,260,189,spring,0,0,0
18,non-binary,88188,high school,7,skiing,1622,rural,120,32,spring,0,0,0
26,non-binary,115485,master,3,sunbathing,3531,urban,136,142,fall,0,1,0
63,non-binary,28144,master,3,hiking,2060,rural,54,86,summer,0,0,1
23,male,50559,master,3,skiing,1433,urban,251,297,winter,1,1,1
65,female,66808,doctorate,3,swimming,2811,urban,250,116,summer,1,1,0
19,female,71639,master,3,skiing,765,urban,151,239,winter,0,0,1
29,female,45050,doctorate,1,swimming,1210,suburban,55,236,spring,1,0,0
29,female,103499,master,8,hiking,732,suburban,111,60,spring,1,1,0
45,female,90128,master,0,sunbathing,3227,suburban,248,291,spring,0,0,0
33,non-binary,48692,doctorate,6,sunbathing,3897,urban,297,280,fall,1,1,0
64,female,35083,master,1,skiing,1367,suburban,74,163,spring,1,1,1
31,male,68818,high school,4,hiking,1356,rural,239,9,winter,0,1,0
42,non-binary,28899,bachelor,6,swimming,923,rural,92,18,summer,1,0,0
35,female,73853,master,9,skiing,1032,urban,76,193,summer,1,0,1
35,non-binary,113267,doctorate,8,hiking,792,suburban,229,262,spring,0,1,1
31,male,74670,high school,3,sunbathing,2233,suburban,107,14,spring,0,1,0
38,female,119055,doctorate,8,sunbathing,669,rural,285,10,fall,1,1,0
27,non-binary,76124,bachelor,3,sunbathing,3894,suburban,243,38,winter,0,1,0
44,female,76691,high school,2,swimming,725,urban,109,220,winter,0,1,0
69,non-binary,71626,bachelor,5,skiing,2801,urban,95,291,fall,1,0,1
31,non-binary,104355,high school,9,hiking,4002,urban,271,161,fall,1,1,0
19,male,80422,bachelor,4,sunbathing,4677,suburban,178,65,fall,0,1,0
28,male,23865,master,8,skiing,4590,urban,153,74,fall,1,0,0
33,female,111592,bachelor,7,swimming,1591,urban,78,12,fall,1,0,0
65,male,93254,doctorate,9,skiing,1511,rural,244,60,fall,0,0,0
28,female,52817,master,8,hiking,3927,rural,136,90,spring,0,0,0
57,male,75801,doctorate,8,hiking,3788,suburban,194,287,winter,1,1,1
35,female,114158,bachelor,3,swimming,1699,urban,75,207,winter,1,0,0
20,male,37581,high school,0,swimming,2577,suburban,290,3,fall,0,0,0
54,male,88566,doctorate,8,skiing,2512,urban,242,158,fall,1,0,0
62,non-binary,39730,high school,3,hiking,4048,urban,226,127,summer,0,1,0
56,male,22772,bachelor,5,swimming,680,urban,157,37,winter,1,0,0
26,female,109976,bachelor,6,hiking,4787,suburban,50,204,fall,1,1,1
28,non-binary,119004,master,9,skiing,4679,rural,22,252,spring,0,1,1
42,non-binary,70119,high school,4,skiing,3723,rural,145,242,fall,1,0,1
49,female,67561,high school,7,swimming,4218,suburban,206,182,fall,1,0,0
54,male,81761,doctorate,6,swimming,3475,urban,233,287,fall,1,0,0
32,non-binary,33848,bachelor,1,skiing,3631,rural,174,130,fall,1,1,0
43,male,82357,high school,4,swimming,2010,rural,215,112,fall,1,1,0
29,female,54635,high school,6,sunbathing,722,rural,103,40,spring,0,1,0
67,female,45871,high school,1,swimming,849,rural,137,215,summer,0,0,0
36,non-binary,105169,master,9,sunbathing,2445,suburban,225,56,summer,0,0,0
37,female,23374,bachelor,3,sunbathing,1878,rural,252,193,spring,0,1,0
19,male,110460,doctorate,4,skiing,4559,suburban,162,153,summer,1,0,0
21,non-binary,100101,doctorate,1,hiking,3094,urban,60,76,spring,0,1,1
20,female,45160,master,1,sunbathing,3034,suburban,224,220,fall,1,0,0
38,male,40958,doctorate,7,swimming,744,urban,162,26,winter,0,1,0
52,female,102353,bachelor,6,sunbathing,2986,urban,105,20,fall,1,1,0
23,male,110405,high school,2,hiking,4531,suburban,40,156,winter,1,0,1
31,non-binary,30024,master,9,hiking,3089,rural,161,116,summer,0,1,0
42,non-binary,29307,doctorate,6,sunbathing,2052,suburban,41,137,fall,0,1,0
62,female,60297,master,9,sunbathing,2742,suburban,139,133,summer,0,1,0
20,male,40738,doctorate,0,sunbathing,2735,suburban,247,50,spring,1,0,0
62,non-binary,71481,bachelor,0,swimming,4664,urban,188,226,summer,0,1,0
24,non-binary,38027,master,6,hiking,555,urban,157,262,fall,0,1,1
47,female,111901,bachelor,1,hiking,1205,urban,152,182,winter,1,0,1
32,male,90575,master,8,swimming,4373,urban,174,40,spring,0,1,0
66,male,75706,master,4,hiking,4690,urban,222,2,summer,1,0,0
58,female,64296,high school,0,hiking,4291,suburban,196,212,winter,1,1,1
48,non-binary,34720,master,6,swimming,2353,urban,225,13,fall,1,1,0
31,non-binary,93922,master,2,hiking,4782,urban,23,286,spring,0,1,1
42,male,79423,doctorate,2,sunbathing,3127,suburban,69,169,spring,0,1,0
49,non-binary,48401,master,0,swimming,2946,rural,264,170,summer,1,1,0
68,female,85947,doctorate,6,hiking,3521,suburban,212,287,winter,0,0,1
35,male,99138,doctorate,1,hiking,3987,urban,135,107,fall,0,1,0
29,female,75233,master,0,swimming,3658,rural,147,19,fall,1,1,0
57,male,99855,high school,0,sunbathing,3763,suburban,174,15,fall,1,1,0
32,non-binary,95046,high school,0,skiing,3822,urban,39,29,fall,0,0,0
34,male,34945,high school,8,hiking,1150,urban,66,284,summer,0,0,1
39,male,78763,doctorate,3,skiing,2488,urban,265,85,spring,0,0,0
41,female,61304,doctorate,4,swimming,3789,rural,0,193,winter,1,0,0
55,male,59805,master,6,hiking,761,urban,268,191,fall,0,0,0
58,non-binary,87283,bachelor,4,skiing,1156,rural,105,240,fall,0,0,1
66,female,119823,bachelor,3,sunbathing,1157,suburban,125,136,winter,0,1,0
48,non-binary,119427,doctorate,4,skiing,4174,rural,252,68,summer,1,1,0
48,non-binary,94093,master,9,sunbathing,3007,urban,159,213,summer,0,1,0
41,female,58199,high school,1,sunbathing,4114,rural,24,255,fall,1,0,0
40,non-binary,39689,bachelor,4,swimming,885,suburban,126,236,spring,0,1,0
47,male,111968,doctorate,9,skiing,2837,rural,175,80,fall,0,0,0
24,male,78881,doctorate,7,swimming,2142,rural,17,43,summer,0,0,0
33,non-binary,53291,high school,5,hiking,3172,rural,176,254,fall,1,1,1
63,female,80410,bachelor,6,skiing,1231,suburban,96,38,fall,0,0,0
